comentarios,source,fecha,tiene_groseria,comentarios_censurados,etiqueta,etiqueta_predicha,relevancia
"Excelente compañero !!! Dedicado , respetuoso y excelente operador!!!! M6",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Excelente compañero !!! Dedicado , respetuoso y excelente operador!!!! M6",positivo_sugerencia,positivo_sugerencia,2.362758640449212
"Ana G Salinas
#RTPSiempreContigo",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Ana G Salinas
#RTPSiempreContigo",neutral,neutral,1.7300114838917953
"¡Ya es #viernes! 
 … Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"¡Ya es #viernes! 
 … Ver más",neutral,neutral,2.183326247399805
"En lo que va del año, la flotilla Leona Vicario ha transportado a más de 2 millones de pasajeros. 
Ho… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"En lo que va del año, la flotilla Leona Vicario ha transportado a más de 2 millones de pasajeros. 
Ho… Ver más",neutral,neutral,3.7653592524514687
"En lo que va del año, la flotilla Leona Vicario ha transportado a más de 2 millones de pasajeros.",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"En lo que va del año, la flotilla Leona Vicario ha transportado a más de 2 millones de pasajeros.",neutral,neutral,3.4989135148714285
Ho… Ver más,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,Ho… Ver más,neutral,neutral,1.667272125395739
"Al rato sacarán la flotilla Shakira, Paquita la del barrio y flotilla Ángela Aguilar?",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Al rato sacarán la flotilla Shakira, Paquita la del barrio y flotilla Ángela Aguilar?",neutral,neutral,3.030349206920917
"Rogelio HuAl
jajajaja déjate de eso ojalá ya los reemplacen porque ya están dando sus últimos kilómetros.",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Rogelio HuAl
jajajaja déjate de eso ojalá ya los reemplacen porque ya están dando sus últimos kilómetros.",neutral,neutral,3.7081396740202655
"Este 8 de abril, recordamos el legado de #Ruta100, su auge llegó en los años 80s con estos vehículos color amarillo con café que recorrieron colonias del entonces Distr… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Este 8 de abril, recordamos el legado de #Ruta100, su auge llegó en los años 80s con estos vehículos color amarillo con café que recorrieron colonias del entonces Distr… Ver más",neutral,neutral,4.234678391078701
"El legado de ruta 100 con un parque vehicular casi de 5100 unidades entre las cuales estaban los delfines, metrobuses, moyada, somex, boxers, prototipos garantizaban un intervalo de 4 minutos entre unidades y si te ganaba la unidad te esperabas ese tie… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"El legado de ruta 100 con un parque vehicular casi de 5100 unidades entre las cuales estaban los delfines, metrobuses, moyada, somex, boxers, prototipos garantizaban un intervalo de 4 minutos entre unidades y si te ganaba la unidad te esperabas ese tie… Ver más",neutral,neutral,5.3801005205144605
"La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido 
.… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido 
.… Ver más",neutral,neutral,3.672373996350832
"Esta mañana, en compañía de personal de la 
Secretaría de Movilidad CDMX
 y de #MIRTP 
 iniciamos con la prueba piloto para el inicio de un nuevo recorrido: Ruta 3, la cu… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Esta mañana, en compañía de personal de la 
Secretaría de Movilidad CDMX
 y de #MIRTP 
 iniciamos con la prueba piloto para el inicio de un nuevo recorrido: Ruta 3, la cu… Ver más",neutral,neutral,4.140158818656902
#MásMovilidad cómoda con #MIRTP … Ver más,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,#MásMovilidad cómoda con #MIRTP … Ver más,neutral,neutral,1.9858470360051768
Su servicio de la ruta 9C Puerta Grande - CC Santa Fe esta sobrepasado. Filas de hasta 200 personas esperando RTP a las 6 am. Han llegado hasta 3 Camiones y los 3 se super llenan. Y aun asi sigue llegando mucha gente.,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,Su servicio de la ruta 9C Puerta Grande - CC Santa Fe esta sobrepasado. Filas de hasta 200 personas esperando RTP a las 6 am. Han llegado hasta 3 Camiones y los 3 se super llenan. Y aun asi sigue llegando mucha gente.,neutral,neutral,5.3271089415151724
"Ing Miguel Borita
Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Ing Miguel Borita
Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.",neutral,neutral,4.067850483741824
"Adicionalmente, para darle continuidad personalizada a esta situación compartimos el SUAC: http://bit.ly/suacCDMX",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Adicionalmente, para darle continuidad personalizada a esta situación compartimos el SUAC: http://bit.ly/suacCDMX",neutral,neutral,3.5779557664673507
"¡Buenos días por la mañana! 
… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"¡Buenos días por la mañana! 
… Ver más",positivo_sugerencia,positivo_sugerencia,2.403291623613128
"Para el funcionamiento de este organismo es esencial la suma de esfuerzos de cada área 
N… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Para el funcionamiento de este organismo es esencial la suma de esfuerzos de cada área 
N… Ver más",neutral,neutral,3.3581188182805537
Para el funcionamiento de este organismo es esencial la suma de esfuerzos de cada área,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,Para el funcionamiento de este organismo es esencial la suma de esfuerzos de cada área,neutral,neutral,3.0892519600699826
N… Ver más,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,N… Ver más,neutral,neutral,1.4125972212880389
Eso es publicidad,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,Eso es publicidad,neutral,neutral,1.6798618424024276
El CC de universidad,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,El CC de universidad,neutral,neutral,1.4102080764378937
Es de lo más nefasto … Ver más,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,Es de lo más nefasto … Ver más,neutral,neutral,2.1334559983150507
Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.,neutral,neutral,3.6894716491421535
#RTPaSuServicio,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,#RTPaSuServicio,neutral,neutral,1.0
"Aviso importante 
… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Aviso importante 
… Ver más",neutral,neutral,1.9359080035464076
"En #MIRTP trabajamos para brindarte la mejor experiencia 
#… Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"En #MIRTP trabajamos para brindarte la mejor experiencia 
#… Ver más",positivo_sugerencia,neutral,2.7495009751085364
En #MIRTP trabajamos para brindarte la mejor experiencia,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,En #MIRTP trabajamos para brindarte la mejor experiencia,positivo_sugerencia,positivo_sugerencia,2.400593006043973
#… Ver más,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,#… Ver más,neutral,neutral,1.4125972212880389
Cloro unidades limpias bonitas operadores respetuosos genial.....,rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,Cloro unidades limpias bonitas operadores respetuosos genial.....,positivo_sugerencia,positivo_sugerencia,2.6385771397628104
"Lolyta Gonzalez
#RTPSiempreContigo",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Lolyta Gonzalez
#RTPSiempreContigo",neutral,neutral,1.730011483891795
"Recuerda que la #TarjetaMI 
 es tu pase de acceso a #MIRTP … Ver más",rtp_cdmx_comentarios_20250413_003502.csv,2025-04-18,False,"Recuerda que la #TarjetaMI 
 es tu pase de acceso a #MIRTP … Ver más",neutral,neutral,3.0280419257442706
"Ana G Salinas: Excelente compañero !!! Dedicado , respetuoso y excelente operador!!!! M6 || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Ana G Salinas
#RTPSiempreContigo",rtp_cdmx_datos_20250412_200543.csv,No disponible,False,"Ana G Salinas: Excelente compañero !!! Dedicado , respetuoso y excelente operador!!!! M6 || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Ana G Salinas
#RTPSiempreContigo",positivo_sugerencia,neutral,3.502053066566331
RTP - Red de Transporte de Pasajeros de la Ciudad de México: ¡Ya es #viernes!,rtp_cdmx_datos_20250412_200543.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: ¡Ya es #viernes!,neutral,neutral,2.9477965172705325
RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original: RTP - Red de Transporte de Pasajeros de la Ciudad de México || Seguir: · 10 de abr,rtp_cdmx_datos_20250412_200543.csv,10 de abr,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original: RTP - Red de Transporte de Pasajeros de la Ciudad de México || Seguir: · 10 de abr,neutral,neutral,3.300255357278292
"Rogelio HuAl: Al rato sacarán la flotilla Shakira, Paquita la del barrio y flotilla Ángela Aguilar? || Liz Soria: Rogelio HuAl
jajajaja déjate de eso ojalá ya los reemplacen porque ya están dando sus últimos kilómetros.",rtp_cdmx_datos_20250412_200543.csv,No disponible,False,"Rogelio HuAl: Al rato sacarán la flotilla Shakira, Paquita la del barrio y flotilla Ángela Aguilar? || Liz Soria: Rogelio HuAl
jajajaja déjate de eso ojalá ya los reemplacen porque ya están dando sus últimos kilómetros.",neutral,neutral,4.8800548727040765
¡Buenas noticias para las y los vecinos del oriente de la Ciudad de México! ☀️: RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original || RTP - Red de Transporte de Pasajeros de la Ciudad de México: · 9 de abr,rtp_cdmx_datos_20250412_200543.csv,9 de abr,False,¡Buenas noticias para las y los vecinos del oriente de la Ciudad de México! ☀️: RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original || RTP - Red de Transporte de Pasajeros de la Ciudad de México: · 9 de abr,neutral,neutral,3.72833877948592
🚫 NO RAYES LAS UNIDADES 🚫: Cuidar la unidades es responsabilidad de todas y todos 🤝🏻 || RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original: RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original || RTP - Red de Transporte de Pasajeros de la Ciudad de México: · 9 de abr,rtp_cdmx_datos_20250412_200543.csv,9 de abr,False,🚫 NO RAYES LAS UNIDADES 🚫: Cuidar la unidades es responsabilidad de todas y todos 🤝🏻 || RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original: RTP - Red de Transporte de Pasajeros de la Ciudad de México · Audio original || RTP - Red de Transporte de Pasajeros de la Ciudad de México: · 9 de abr,neutral,neutral,3.878065552979809
"Jose Villa: El legado de ruta 100 con un parque vehicular casi de 5100 unidades entre las cuales estaban los delfines, metrobuses, moyada, somex, boxers, prototipos garantizaban un intervalo de 4 minutos entre unidades y si te ganaba la unidad te esperabas ese tie… Ver más",rtp_cdmx_datos_20250412_200543.csv,No disponible,False,"Jose Villa: El legado de ruta 100 con un parque vehicular casi de 5100 unidades entre las cuales estaban los delfines, metrobuses, moyada, somex, boxers, prototipos garantizaban un intervalo de 4 minutos entre unidades y si te ganaba la unidad te esperabas ese tie… Ver más",neutral,neutral,5.562753268786713
RTP - Red de Transporte de Pasajeros de la Ciudad de México: La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido || 274: 43 veces compartido,rtp_cdmx_datos_20250412_200543.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido || 274: 43 veces compartido,neutral,neutral,4.573733284871051
"RTP - Red de Transporte de Pasajeros de la Ciudad de México: Esta mañana, en compañía de personal de la || Secretaría de Movilidad CDMX: y de #MIRTP || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Organización gubernamental || Enviar mensaje: 39 veces compartido",rtp_cdmx_datos_20250412_200543.csv,No disponible,False,"RTP - Red de Transporte de Pasajeros de la Ciudad de México: Esta mañana, en compañía de personal de la || Secretaría de Movilidad CDMX: y de #MIRTP || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Organización gubernamental || Enviar mensaje: 39 veces compartido",neutral,neutral,4.528749657283005
"Ing Miguel Borita: Su servicio de la ruta 9C Puerta Grande - CC Santa Fe esta sobrepasado. Filas de hasta 200 personas esperando RTP a las 6 am. Han llegado hasta 3 Camiones y los 3 se super llenan. Y aun asi sigue llegando mucha gente. || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Ing Miguel Borita
Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.
Adicionalmente, para darle continuidad personalizada a esta situación compartimos el SUAC: http://bit.ly/suacCDMX",rtp_cdmx_datos_20250412_200543.csv,No disponible,False,"Ing Miguel Borita: Su servicio de la ruta 9C Puerta Grande - CC Santa Fe esta sobrepasado. Filas de hasta 200 personas esperando RTP a las 6 am. Han llegado hasta 3 Camiones y los 3 se super llenan. Y aun asi sigue llegando mucha gente. || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Ing Miguel Borita
Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.
Adicionalmente, para darle continuidad personalizada a esta situación compartimos el SUAC: http://bit.ly/suacCDMX",neutral,neutral,7.54909899074279
RTP - Red de Transporte de Pasajeros de la Ciudad de México: ¡Buenos días por la mañana! || 109: 3 veces compartido,rtp_cdmx_datos_20250412_200543.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: ¡Buenos días por la mañana! || 109: 3 veces compartido,positivo_sugerencia,positivo_sugerencia,3.499880226750312
"Ignacio Tellez: Eso es publicidad
El CC de universidad
Es de lo más nefasto … Ver más || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.
Adicionalmente, para darle continuidad personalizada a esta situación compartimos el SUAC: http://bit.ly/suacCDMX",rtp_cdmx_datos_20250412_200543.csv,No disponible,False,"Ignacio Tellez: Eso es publicidad
El CC de universidad
Es de lo más nefasto … Ver más || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Le informamos que el personal responsable tiene conocimiento de su reporte y se están tomando las acciones pertinentes.
Adicionalmente, para darle continuidad personalizada a esta situación compartimos el SUAC: http://bit.ly/suacCDMX",neutral,neutral,6.499492104348194
RTP - Red de Transporte de Pasajeros de la Ciudad de México: #RTPaSuServicio || Héctor Ulises García Nieto: Aviso importante,rtp_cdmx_datos_20250412_200543.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: #RTPaSuServicio || Héctor Ulises García Nieto: Aviso importante,neutral,neutral,3.1748059216760867
"Lolyta Gonzalez: Cloro unidades limpias bonitas operadores respetuosos genial..... || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Lolyta Gonzalez
#RTPSiempreContigo",rtp_cdmx_datos_20250412_200543.csv,No disponible,False,"Lolyta Gonzalez: Cloro unidades limpias bonitas operadores respetuosos genial..... || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Lolyta Gonzalez
#RTPSiempreContigo",positivo_sugerencia,neutral,3.6691675078621566
RTP - Red de Transporte de Pasajeros de la Ciudad de México: Recuerda que la #TarjetaMI,rtp_cdmx_datos_20250412_200543.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: Recuerda que la #TarjetaMI,neutral,neutral,2.8754296734337914
RTP - Red de Transporte de Pasajeros de la Ciudad de México: La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido || 275: 43 veces compartido,rtp_cdmx_datos_20250412_210737.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido || 275: 43 veces compartido,neutral,neutral,4.573733284871051
No hay comentarios,rtp_cdmx_datos_20250412_213018.csv,10 de abr,False,No hay comentarios,neutral,neutral,1.3971615368838497
¡Buenas noticias para las y los vecinos del oriente de la Ciudad de México! ☀️: RTP - Red de Transporte de Pasajeros de la Ciudad de México,rtp_cdmx_datos_20250412_213018.csv,9 de abr,False,¡Buenas noticias para las y los vecinos del oriente de la Ciudad de México! ☀️: RTP - Red de Transporte de Pasajeros de la Ciudad de México,neutral,neutral,3.3269547445212835
🚫 NO RAYES LAS UNIDADES 🚫: Cuidar la unidades es responsabilidad de todas y todos 🤝🏻,rtp_cdmx_datos_20250412_213018.csv,9 de abr,False,🚫 NO RAYES LAS UNIDADES 🚫: Cuidar la unidades es responsabilidad de todas y todos 🤝🏻,neutral,neutral,2.684962403495835
RTP - Red de Transporte de Pasajeros de la Ciudad de México: La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido,rtp_cdmx_datos_20250412_213018.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: La Nueva Ruta Piloto de #MIRTP cuenta con paradas exclusivas a lo largo de su recorrido,neutral,neutral,4.14636953525434
"RTP - Red de Transporte de Pasajeros de la Ciudad de México: Esta mañana, en compañía de personal de la || Secretaría de Movilidad CDMX: y de #MIRTP || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Organización gubernamental || Enviar mensaje: 226 226",rtp_cdmx_datos_20250412_213018.csv,No disponible,False,"RTP - Red de Transporte de Pasajeros de la Ciudad de México: Esta mañana, en compañía de personal de la || Secretaría de Movilidad CDMX: y de #MIRTP || RTP - Red de Transporte de Pasajeros de la Ciudad de México: Organización gubernamental || Enviar mensaje: 226 226",neutral,neutral,4.170094413727384
RTP - Red de Transporte de Pasajeros de la Ciudad de México: ¡Buenos días por la mañana!,rtp_cdmx_datos_20250412_213018.csv,No disponible,False,RTP - Red de Transporte de Pasajeros de la Ciudad de México: ¡Buenos días por la mañana!,positivo_sugerencia,positivo_sugerencia,3.090982523182216
¡Qué tu día sea tan súper como nuestras ofertas!   Visita 7-Eleven y descubre más promos en tus antojos favoritos.,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,¡Qué tu día sea tan súper como nuestras ofertas!   Visita 7-Eleven y descubre más promos en tus antojos favoritos.,neutral,neutral,3.555434266402341
que día están??,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,que día están??,neutral,neutral,1.6680276242001872
Y esa jitomata que hace en la tribuna???? Jajajajajajaj,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Y esa jitomata que hace en la tribuna???? Jajajajajajaj,neutral,neutral,1.9266032283946524
Hola como puedo platicar con la licenciada clara brugada?,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Hola como puedo platicar con la licenciada clara brugada?,neutral,neutral,2.402816527574448
Actualmente es un tianguis de productos chinos.,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Actualmente es un tianguis de productos chinos.,neutral,neutral,2.147236253779869
3 pesos de sombra / árboles que les sobren para ponerlos en el zócalo,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,3 pesos de sombra / árboles que les sobren para ponerlos en el zócalo,neutral,neutral,2.905599997810509
Darán la peor versión de México y de la CDMX,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Darán la peor versión de México y de la CDMX,negativo,neutral,1.9372077682917903
Deberían dejarnos llevar a nuestro perrito al trabajo tmb,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Deberían dejarnos llevar a nuestro perrito al trabajo tmb,neutral,neutral,2.4252322112590408
La explanada del Zócalo y Madero ya son un tianguis. Pero pues pagan $300 diarios en efectivo y un pago por temporada de $25 000 el m2 por puesto…cuánto le hacen llegar al @GobCDMX ?,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,La explanada del Zócalo y Madero ya son un tianguis. Pero pues pagan $300 diarios en efectivo y un pago por temporada de $25 000 el m2 por puesto…cuánto le hacen llegar al @GobCDMX ?,neutral,neutral,4.502437073658051
Cuidado con los excesos,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Cuidado con los excesos,neutral,neutral,1.0
Que el director del Metro asista al Zócalo ciudadano,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Que el director del Metro asista al Zócalo ciudadano,neutral,neutral,2.7362349319211745
"Buscaban su magia y poder curativo, pero nunca esperaron que fueran criaturas tan peligrosas. #LaMuerteDeUnUnicornio 
Con Paul Rudd, Jenna Ortega, Will Pouter, Téa Leoni y Richard E Grant.
Estreno 5 de junio, solo en cines.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Buscaban su magia y poder curativo, pero nunca esperaron que fueran criaturas tan peligrosas. #LaMuerteDeUnUnicornio 
Con Paul Rudd, Jenna Ortega, Will Pouter, Téa Leoni y Richard E Grant.
Estreno 5 de junio, solo en cines.",neutral,neutral,3.899915266985468
